,Autoridad,Entidad,Ano,Tipo,Descripcion,Cantidad
2319,PROCURADURIA GENERAL DE LA REPUBLICA,SAN LUIS POTOSI,2014,Hecho_Violatorio,"OMITIR, OBSTACULIZAR O IMPEDIR LA COMUNICACION CON SU DEFENSOR O SUS FAMILIARES",1
2320,PROCURADURIA GENERAL DE LA REPUBLICA,SAN LUIS POTOSI,2014,Hecho_Violatorio,RETARDAR O ENTORPECER LA FUNCION DE INVESTIGACION O PROCURACION DE JUSTICIA,1
2321,PROCURADURIA GENERAL DE LA REPUBLICA,SAN LUIS POTOSI,2014,Motivo_Conclusion,ACUMULACION,2
2322,PROCURADURIA GENERAL DE LA REPUBLICA,SAN LUIS POTOSI,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,2
2323,PROCURADURIA GENERAL DE LA REPUBLICA,SAN LUIS POTOSI,2014,Motivo_Conclusion,ORIENTACION,1
2324,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",12
2325,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,12
2326,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,DETENCION ARBITRARIA,8
2327,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,4
2328,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,3
2329,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",3
2330,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,INTIMIDACION,3
2331,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",3
2332,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,ABSTENERSE DE PRACTICAR DILIGENCIAS PARA ACREDITAR LA PROBABLE RESPONSABILIDAD DEL INCULPADO,2
2333,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",2
2334,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,IMPUTAR INDEBIDAMENTE HECHOS,2
2335,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,2
2336,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,2
2337,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,RETENCION ILEGAL,2
2338,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
2339,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",1
2340,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,COARTAR EL DISFRUTE DE UN AMBIENTE SANO Y ECOLOGICAMENTE EQUILIBRADO,1
2341,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,DAÑO ECOLOGICO,1
2342,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,1
2343,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,LIBERAR O PONER A DISPOSICION DE LA AUTORIDAD JURISDICCIONAL A UN INCULPADO DESPUES DE TRASCURRIDO EL TIEMPO LEGAL PARA ELLO,1
2344,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"OMITIR CUSTODIAR, VIGILAR, PROTEGER, ESTABLECER MEDIDAS CAUTELARES Y/O DAR SEGURIDAD A PERSONAS",1
2345,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,OMITIR DICTAR LAS MEDIDAS PARA EL RESTABLECIMIENTO DEL MEDIO AMBIENTE EN CASO DE CONTAMINACION ECOLOGICA,1
2346,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"OMITIR EL CUMPLIMIENTO DE LAS NORMAS DE SALUBRIDAD, TRATAMIENTO, ASEGURAMIENTO PRECAUTORIO DE MATERIALES Y RESIDUOS PELIGROSOS O CONTAMINANTES",1
2347,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
2348,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,OMITIR LA EXPEDICION DE PROGRAMAS DE ORDENAMIENTO ECOLOGICO Y PROTECCION DEL MEDIO AMBIENTE,1
2349,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,OMITIR LA INDEMNIZACION CORRESPONDIENTE POR LOS DAÑOS OCASIONADOS POR LA CONTAMINACION DEL MEDIO AMBIENTE,1
2350,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,OMITIR OBSERVAR LOS PLAZOS QUE FIJA LA LEY EN EL PROCEDIMIENTO AL MINISTERIO PUBLICO,1
2351,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"OMITIR PROPORCIONAR INTERPRETE O TRADUCTOR, SI NO HABLA EL IDIOMA",1
2352,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE LOS SERVICIOS, EN MATERIA DE AGUA POTABLE, DRENAJE, ALCANTARILLADO, TRATAMIENTO Y DISPOSICION DE AGUAS RESIDUALES",1
2353,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Hecho_Violatorio,RETARDAR O ENTORPECER LA FUNCION DE INVESTIGACION O PROCURACION DE JUSTICIA,1
2354,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Motivo_Conclusion,ORIENTACION,5
2355,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,2
2356,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,2
2357,PROCURADURIA GENERAL DE LA REPUBLICA,SONORA,2014,Motivo_Conclusion,ACUMULACION,1
2358,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,8
2359,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",7
2360,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,4
2361,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,2
2362,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,2
2363,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",1
2364,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",1
2365,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,OMITIR BRINDAR PROTECCION A PERSONAS QUE LO NECESITEN,1
2366,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
2367,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Motivo_Conclusion,ORIENTACION,4
2368,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Motivo_Conclusion,ACUMULACION,1
2369,PROCURADURIA GENERAL DE LA REPUBLICA,TABASCO,2014,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,1
2370,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,13
2371,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,DETENCION ARBITRARIA,9
2372,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,7
2373,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",6
2374,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",4
2375,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,4
2376,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,3
2377,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,INCOMUNICACION,3
2378,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,2
2379,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,2
2380,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,NEGAR LA RECEPCION DE UNA DENUNCIA,2
2381,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,2
2382,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"OMITIR DAR INFORMACION AL INCULPADO SOBRE QUIEN Y DE QUE DELITO SE LE ACUSA, ASI COMO EL PROCEDIMIENTO EN GENERAL",2
2383,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",2
2384,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,RETARDAR O ENTORPECER LA FUNCION DE INVESTIGACION O PROCURACION DE JUSTICIA,2
2385,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
2386,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"ACTOS Y OMISIONES QUE TRANSGREDEN EL DERECHO A LA REPARACION DE LOS DAÑOS, PERJUICIOS O DAÑO MORAL, POR PARTE DE LOS ORGANOS DEL PODER PUBLICO",1
2387,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,CAUSAR UN DAÑO DERIVADO DEL EMPLEO ARBITRARIO DE LA FUERZA PUBLICA,1
2388,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,1
2389,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",1
2390,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,INTIMIDACION,1
2391,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,OBLIGAR A DECLARAR,1
2392,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"OCULTAR, DESTRUIR, SEPULTAR UN CADAVER O FETO HUMANO, CONTRAVINIENDO LA LEGISLACION",1
2393,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,1
2394,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,1
2395,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"OMITIR, OBSTACULIZAR O IMPEDIR LA COMUNICACION CON SU DEFENSOR O SUS FAMILIARES",1
2396,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE EL SERVICIO PUBLICO, EN MATERIA DE SERVICIOS FUNERARIOS",1
2397,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Hecho_Violatorio,RETENCION ILEGAL,1
2398,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,2
2399,PROCURADURIA GENERAL DE LA REPUBLICA,TAMAULIPAS,2014,Motivo_Conclusion,ORIENTACION,1
2400,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,ABSTENERSE DE PRACTICAR DILIGENCIAS PARA ACREDITAR LA PROBABLE RESPONSABILIDAD DEL INCULPADO,1
2401,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
2402,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,1
2403,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,OBLIGAR A DECLARAR,1
2404,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,1
2405,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,1
2406,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,OMITIR LA CONSIGNACION DE LA AVERIGUACION PREVIA CUANDO EXISTEN LOS ELEMENTOS,1
2407,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,OMITIR RECABAR ELEMENTOS DE PRUEBA APORTADOS POR LA VICTIMA EN EL DESARROLLO DEL PROCEDIMIENTO,1
2408,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,1
2409,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
2410,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,RETARDAR EL TRAMITE DE LA DENUNCIA,1
2411,PROCURADURIA GENERAL DE LA REPUBLICA,TLAXCALA,2014,Hecho_Violatorio,RETARDAR O ENTORPECER LA FUNCION DE INVESTIGACION O PROCURACION DE JUSTICIA,1
2412,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,17
2413,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",10
2414,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,DETENCION ARBITRARIA,4
2415,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,3
2416,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,3
2417,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",3
2418,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",2
2419,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,OBLIGAR A DECLARAR,2
2420,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,2
2421,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,2
2422,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,RETENCION ILEGAL,2
2423,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
2424,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
2425,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,CAUSAR UN DAÑO DERIVADO DEL EMPLEO ARBITRARIO DE LA FUERZA PUBLICA,1
2426,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,DIFERIR LA PRESENTACION DEL DETENIDO ANTE LA AUTORIDAD COMPETENTE,1
2427,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,IMPUTAR INDEBIDAMENTE HECHOS,1
2428,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,INTIMIDACION,1
2429,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,1
2430,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,1
2431,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",1
2432,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,OMITIR OBSERVAR EL DERECHO A LA PRESUNCION DE INOCENCIA,1
2433,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Hecho_Violatorio,"OMITIR, OBSTACULIZAR O IMPEDIR LA COMUNICACION CON SU DEFENSOR O SUS FAMILIARES",1
2434,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Motivo_Conclusion,ORIENTACION,5
2435,PROCURADURIA GENERAL DE LA REPUBLICA,VERACRUZ,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,2
2436,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
2437,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Hecho_Violatorio,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,1
2438,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,1
2439,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
2440,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Hecho_Violatorio,"OMITIR PROPORCIONAR INTERPRETE O TRADUCTOR, SI NO HABLA EL IDIOMA",1
2441,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
2442,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
2443,PROCURADURIA GENERAL DE LA REPUBLICA,YUCATAN,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,2
2444,PROCURADURIA GENERAL DE LA REPUBLICA,ZACATECAS,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
2445,PROCURADURIA GENERAL DE LA REPUBLICA,ZACATECAS,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
2446,SECRETARIA DE MARINA,BAJA CALIFORNIA,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
2447,SECRETARIA DE MARINA,BAJA CALIFORNIA,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
2448,SECRETARIA DE MARINA,CAMPECHE,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
2449,SECRETARIA DE MARINA,CAMPECHE,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,1
2450,SECRETARIA DE MARINA,CAMPECHE,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
2451,SECRETARIA DE MARINA,CHIHUAHUA,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",1
2452,SECRETARIA DE MARINA,CHIHUAHUA,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
2453,SECRETARIA DE MARINA,CHIHUAHUA,2014,Hecho_Violatorio,RETENCION ILEGAL,1
2454,SECRETARIA DE MARINA,CHIAPAS,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",2
2455,SECRETARIA DE MARINA,CHIAPAS,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
2456,SECRETARIA DE MARINA,CHIAPAS,2014,Hecho_Violatorio,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",1
2457,SECRETARIA DE MARINA,CHIAPAS,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
2458,SECRETARIA DE MARINA,CHIAPAS,2014,Motivo_Conclusion,ORIENTACION,1
2459,SECRETARIA DE MARINA,COAHUILA,2014,Hecho_Violatorio,DETENCION ARBITRARIA,23
2460,SECRETARIA DE MARINA,COAHUILA,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",17
2461,SECRETARIA DE MARINA,COAHUILA,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,8
2462,SECRETARIA DE MARINA,COAHUILA,2014,Hecho_Violatorio,RETENCION ILEGAL,8
2463,SECRETARIA DE MARINA,COAHUILA,2014,Hecho_Violatorio,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",5
