,Hecho_Violatorio,Autoridad,Ano,Entidad,Cantidad_Quejas
1053,PRIVAR DE LA VIDA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        1",2016,SINALOA,1
1054,PRIVAR DE LA VIDA,"PETROLEOS MEXICANOS
                                          
                                        1",2016,VERACRUZ,1
1055,PRIVAR DE LA VIDA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE MEXICO
                                          
                                        1",2016,ESTADO DE MEXICO,1
1056,PRIVAR DE LA VIDA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2016,TAMAULIPAS,1
1057,PRIVAR DE LA VIDA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        1",2016,CHIHUAHUA,1
1058,PRIVAR DE LA VIDA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MEXICO
                                          
                                        1",2016,ESTADO DE MEXICO,1
1059,PRIVAR DE LA VIDA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE OAXACA
                                          
                                        1",2016,OAXACA,1
1060,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2016,BAJA CALIFORNIA,1
1061,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2016,CHIHUAHUA,1
1062,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2016,GUERRERO,1
1063,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2016,SINALOA,1
1064,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2016,TAMAULIPAS,1
1065,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        6",2016,VERACRUZ,1
1066,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE MARINA
                                          
                                        5",2016,TAMAULIPAS,4
1067,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE MARINA
                                          
                                        5",2016,VERACRUZ,1
1068,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        4",2016,VERACRUZ,4
1069,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        2",2016,CHIHUAHUA,1
1070,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        2",2016,VERACRUZ,1
1071,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE VERACRUZ
                                          
                                        2",2016,VERACRUZ,2
1072,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"FISCALIA GENERAL DEL ESTADO DE CHIHUAHUA
                                          
                                        1",2016,CHIHUAHUA,1
1073,DESAPARICION FORZADA O INVOLUNTARIA DE PERSONAS,"H. AYUNTAMIENTO DE PAPANTLA, VERACRUZ
                                          
                                        1",2016,VERACRUZ,1
1074,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,TAMAULIPAS,25
1075,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,ESTADO DE MEXICO,23
1076,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,GUERRERO,18
1077,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,CIUDAD DE MEXICO,16
1078,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,(SIN ESTADO),13
1079,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,BAJA CALIFORNIA,4
1080,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,MICHOACAN,4
1081,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,VERACRUZ,4
1082,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,ZACATECAS,4
1083,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,AGUASCALIENTES,3
1084,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,COAHUILA,3
1085,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,MORELOS,3
1086,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,NAYARIT,3
1087,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,CHIAPAS,2
1088,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,CHIHUAHUA,2
1089,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,HIDALGO,2
1090,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,OAXACA,2
1091,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,SAN LUIS POTOSI,2
1092,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,SONORA,2
1093,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,COLIMA,1
1094,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,GUANAJUATO,1
1095,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,JALISCO,1
1096,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,PUEBLA,1
1097,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,QUINTANA ROO,1
1098,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,SINALOA,1
1099,TORTURA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        142",2016,TABASCO,1
1100,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,CIUDAD DE MEXICO,11
1101,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,ESTADO DE MEXICO,9
1102,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,TAMAULIPAS,6
1103,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,(SIN ESTADO),4
1104,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,AGUASCALIENTES,2
1105,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,CHIHUAHUA,2
1106,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,GUERRERO,2
1107,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,HIDALGO,2
1108,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,MORELOS,2
1109,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,ZACATECAS,2
1110,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,BAJA CALIFORNIA,1
1111,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,BAJA CALIFORNIA SUR,1
1112,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,CAMPECHE,1
1113,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,CHIAPAS,1
1114,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,COAHUILA,1
1115,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,GUANAJUATO,1
1116,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,JALISCO,1
1117,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,MICHOACAN,1
1118,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,NUEVO LEON,1
1119,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,OAXACA,1
1120,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,PUEBLA,1
1121,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,TABASCO,1
1122,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,TLAXCALA,1
1123,TORTURA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        56",2016,VERACRUZ,1
1124,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2016,TAMAULIPAS,10
1125,TORTURA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        17",2016,BAJA CALIFORNIA,3
