,Hecho_Violatorio,Autoridad,Ano,Entidad,Municipio,Cantidad_Quejas
2530,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,MICHOACAN,MORELIA,5
2531,NO SE PUEDE DETERMINAR,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,MICHOACAN,(SIN DATO),1
2532,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,MICHOACAN,URUAPAN,1
2533,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DEL FONDO NACIONAL DE LA VIVIENDA PARA LOS TRABAJADORES,2014,MICHOACAN,ZAMORA,1
2534,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,MORELIA,3
2535,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,MORELIA,2
2536,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,MORELIA,1
2537,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,APATZINGAN,2
2538,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,APATZINGAN,2
2539,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,APATZINGAN,1
2540,OMITIR PRESTAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,APATZINGAN,1
2541,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,APATZINGAN,1
2542,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,URUAPAN,2
2543,NEGLIGENCIA MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,URUAPAN,1
2544,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,URUAPAN,1
2545,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,LA PIEDAD,1
2546,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,LA PIEDAD,1
2547,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,LAZARO CARDENAS,1
2548,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,MICHOACAN,ZAMORA,1
2549,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,LAZARO CARDENAS,1
2550,NO SE PUEDE DETERMINAR,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,LAZARO CARDENAS,1
2551,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,LAZARO CARDENAS,1
2552,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,LAZARO CARDENAS,1
2553,"OCUPAR, DETERIORAR O DESTRUIR ILEGALMENTE PROPIEDAD PRIVADA",COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,APATZINGAN,1
2554,OMITIR PRESTAR EL SERVICIO EN MATERIA DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,APATZINGAN,1
2555,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,MORELIA,1
2556,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,MORELIA,1
2557,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,MORELIA,1
2558,OMITIR PRESTAR EL SERVICIO EN MATERIA DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,(SIN DATO),1
2559,OMITIR PRESTAR EL SERVICIO EN MATERIA DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,CONTEPEC,1
2560,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,MUGICA,1
2561,OMITIR PRESTAR EL SERVICIO EN MATERIA DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,2014,MICHOACAN,MUGICA,1
2562,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,APATZINGAN,1
2563,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,APATZINGAN,1
2564,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,MORELIA,1
2565,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,MORELIA,1
2566,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,MORELIA,1
2567,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,MORELIA,1
2568,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,BUENAVISTA,1
2569,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,BUENAVISTA,1
2570,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,URUAPAN,1
2571,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,URUAPAN,1
2572,ACTOS Y OMISIONES CONTRARIOS A LA VIDA FAMILIAR,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,YURECUARO,1
2573,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,YURECUARO,1
2574,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,YURECUARO,1
2575,OMITIR HABILITAR CON LA INFRAESTRUCTURA Y EQUIPAMIENTO ADECUADOS LA PRESTACION DE SERVICIOS PUBLICOS,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,YURECUARO,1
2576,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,YURECUARO,1
2577,"OMITIR TOMAR LAS MEDIDAS CORRESPONDIENTES PARA GARANTIZAR LA REPARACION DEL DAÑO Y, EN SU CASO, LA INDEMNIZACION",SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,YURECUARO,1
2578,COARTAR EL ADECUADO DESARROLLO FISICO O MENTAL DEL NIÑO,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,ZAMORA,1
2579,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,ZAMORA,1
2580,OMITIR BRINDAR PROTECCION Y AUXILIO,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,ZAMORA,1
2581,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,ZAMORA,1
2582,SEPARAR AL MENOR DE EDAD DE SUS PADRES,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,ZAMORA,1
2583,COARTAR EL ADECUADO DESARROLLO FISICO O MENTAL DEL NIÑO,SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,ZITACUARO,1
2584,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE RELACIONES EXTERIORES,2014,MICHOACAN,MORELIA,2
2585,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE RELACIONES EXTERIORES,2014,MICHOACAN,MORELIA,1
2586,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE RELACIONES EXTERIORES,2014,MICHOACAN,LAZARO CARDENAS,1
2587,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE RELACIONES EXTERIORES,2014,MICHOACAN,PATZCUARO,1
2588,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE RELACIONES EXTERIORES,2014,MICHOACAN,URUAPAN,1
2589,INCOMUNICACION,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,MICHOACAN,URUAPAN,1
2590,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,MICHOACAN,URUAPAN,1
2591,"TRATO CRUEL, INHUMANO O DEGRADANTE",ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,MICHOACAN,URUAPAN,1
2592,DETENCION ARBITRARIA,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,MICHOACAN,(SIN DATO),1
2593,"TRATO CRUEL, INHUMANO O DEGRADANTE",ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,MICHOACAN,(SIN DATO),1
2594,OMITIR PROPORCIONAR ATENCION MEDICA,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,2014,MICHOACAN,MORELIA,1
2595,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,SECRETARIA DE EDUCACION PUBLICA,2014,MICHOACAN,LAZARO CARDENAS,2
2596,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,SECRETARIA DE EDUCACION PUBLICA,2014,MICHOACAN,LAZARO CARDENAS,1
2597,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE EDUCACION PUBLICA,2014,MICHOACAN,LAZARO CARDENAS,1
2598,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,SECRETARIA DE EDUCACION PUBLICA,2014,MICHOACAN,CONTEPEC,1
2599,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,SECRETARIA DE EDUCACION PUBLICA,2014,MICHOACAN,URUAPAN,1
2600,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE GOBERNACION,2014,MICHOACAN,(SIN DATO),2
2601,OMITIR OBSERVAR EL DERECHO A LA PRESUNCION DE INOCENCIA,SECRETARIA DE GOBERNACION,2014,MICHOACAN,LAZARO CARDENAS,1
2602,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE GOBERNACION,2014,MICHOACAN,ZAMORA,1
2603,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",PROCURADURIA AGRARIA,2014,MICHOACAN,MUGICA,1
2604,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,PROCURADURIA AGRARIA,2014,MICHOACAN,MUGICA,1
2605,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",PROCURADURIA AGRARIA,2014,MICHOACAN,URUAPAN,1
2606,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",COMISION NACIONAL DE SEGURIDAD,2014,MICHOACAN,URUAPAN,1
2607,"TRATO CRUEL, INHUMANO O DEGRADANTE",COMISION NACIONAL DE SEGURIDAD,2014,MICHOACAN,URUAPAN,1
2608,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,"SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,MICHOACAN,HUETAMO,1
2609,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES","SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",2014,MICHOACAN,MORELIA,1
2610,LIMITAR EL ACCESO A LA EDUCACION,BANCO DE MEXICO,2014,MICHOACAN,MORELIA,1
2611,OMITIR FUNDAR EL ACTO DE AUTORIDAD,BANCO DE MEXICO,2014,MICHOACAN,MORELIA,1
2612,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,BANCO DE MEXICO,2014,MICHOACAN,MORELIA,1
2613,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,COMISION NACIONAL DE ARBITRAJE MEDICO,2014,MICHOACAN,URUAPAN,1
2614,OMITIR FUNDAR EL ACTO DE AUTORIDAD,COMISION NACIONAL DE PESCA,2014,MICHOACAN,LAZARO CARDENAS,1
2615,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,COMISION NACIONAL DE PESCA,2014,MICHOACAN,LAZARO CARDENAS,1
2616,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,COMISION NACIONAL DEL AGUA,2014,MICHOACAN,MORELIA,1
2617,OMITIR FUNDAR EL ACTO DE AUTORIDAD,COMISION NACIONAL PARA LA PROTECCION Y DEFENSA DE LOS USUARIOS DE LOS SERVICIOS FINANCIEROS,2014,MICHOACAN,ZAMORA,1
2618,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,COMISION NACIONAL PARA LA PROTECCION Y DEFENSA DE LOS USUARIOS DE LOS SERVICIOS FINANCIEROS,2014,MICHOACAN,ZAMORA,1
2619,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",COMISION PARA LA REGULARIZACION DE LA TENENCIA DE LA TIERRA DE LA SECRETARIA DE DESARROLLO SOCIAL,2014,MICHOACAN,URUAPAN,1
2620,OMITIR FUNDAR EL ACTO DE AUTORIDAD,CONSEJO NACIONAL DE FOMENTO EDUCATIVO DE LA SECRETARIA DE EDUCACION PUBLICA,2014,MICHOACAN,LAZARO CARDENAS,1
2621,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,CONSEJO NACIONAL DE FOMENTO EDUCATIVO DE LA SECRETARIA DE EDUCACION PUBLICA,2014,MICHOACAN,LAZARO CARDENAS,1
2622,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,2014,MICHOACAN,APATZINGAN,1
2623,OMITIR FUNDAR EL ACTO DE AUTORIDAD,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,2014,MICHOACAN,ZAMORA,1
2624,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,2014,MICHOACAN,ZAMORA,1
2625,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,MICHOACAN,MORELIA,1
2626,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,MICHOACAN,MORELIA,1
2627,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,2014,MICHOACAN,MORELIA,1
2628,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,ORGANO INTERNO DE CONTROL EN EL ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READP. SOC. SECRETARIA DE LA FUNCION PUBLICA,2014,MICHOACAN,LAZARO CARDENAS,1
2629,DETENCION ARBITRARIA,POLICIA FEDERAL DE CAMINOS DE LA SECRETARIA DE GOBERNACION,2014,MICHOACAN,URUAPAN,1
2630,IMPUTAR INDEBIDAMENTE HECHOS,POLICIA FEDERAL DE CAMINOS DE LA SECRETARIA DE GOBERNACION,2014,MICHOACAN,URUAPAN,1
2631,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",POLICIA FEDERAL DE CAMINOS DE LA SECRETARIA DE GOBERNACION,2014,MICHOACAN,URUAPAN,1
2632,"COBRAR EN FORMA INEQUITATIVA Y NO PROPORCIONAL LAS CONTRIBUCIONES, IMPUESTOS, SANCIONES Y DERECHOS",PROCURADURIA FEDERAL DEL CONSUMIDOR,2014,MICHOACAN,MORELIA,1
2633,INTIMIDACION,PROCURADURIA FEDERAL DEL CONSUMIDOR,2014,MICHOACAN,MORELIA,1
2634,"RETRASAR, DIFERIR O NEGAR EL PROCEDIMIENTO ADMINISTRATIVO PARA EL COBRO DE CONTRIBUCIONES E IMPUESTOS",PROCURADURIA FEDERAL DEL CONSUMIDOR,2014,MICHOACAN,MORELIA,1
2635,DETENCION ARBITRARIA,PROCURADURIA GENERAL DE JUSTICIA MILITAR,2014,MICHOACAN,TACAMBARO,1
2636,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,PROCURADURIA GENERAL DE JUSTICIA MILITAR,2014,MICHOACAN,TACAMBARO,1
2637,INTIMIDACION,PROCURADURIA GENERAL DE JUSTICIA MILITAR,2014,MICHOACAN,TACAMBARO,1
2638,"TRATO CRUEL, INHUMANO O DEGRADANTE",PROCURADURIA GENERAL DE JUSTICIA MILITAR,2014,MICHOACAN,TACAMBARO,1
2639,OMITIR FUNDAR EL ACTO DE AUTORIDAD,"SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION",2014,MICHOACAN,MORELIA,1
2640,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,"SECRETARIA DE AGRICULTURA, GANADERIA, DESARROLLO RURAL, PESCA Y ALIMENTACION",2014,MICHOACAN,MORELIA,1
2641,OMITIR FUNDAR EL ACTO DE AUTORIDAD,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,MICHOACAN,LAZARO CARDENAS,1
2642,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,2014,MICHOACAN,LAZARO CARDENAS,1
2643,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE LA FUNCION PUBLICA,2014,MICHOACAN,MORELIA,1
2644,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,SECRETARIA DE LA FUNCION PUBLICA,2014,MICHOACAN,MORELIA,1
2645,COARTAR EL ADECUADO DESARROLLO FISICO O MENTAL DEL NIÑO,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2014,MICHOACAN,ZAMORA,1
2646,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2014,MICHOACAN,ZAMORA,1
2647,OMITIR BRINDAR PROTECCION Y AUXILIO,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2014,MICHOACAN,ZAMORA,1
2648,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2014,MICHOACAN,ZAMORA,1
2649,SEPARAR AL MENOR DE EDAD DE SUS PADRES,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2014,MICHOACAN,ZAMORA,1
2650,COARTAR EL ADECUADO DESARROLLO FISICO O MENTAL DEL NIÑO,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN EL ESTADO DE MICHOACAN,2014,MICHOACAN,ZAMORA,1
2651,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN EL ESTADO DE MICHOACAN,2014,MICHOACAN,ZAMORA,1
2652,OMITIR BRINDAR PROTECCION Y AUXILIO,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN EL ESTADO DE MICHOACAN,2014,MICHOACAN,ZAMORA,1
2653,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN EL ESTADO DE MICHOACAN,2014,MICHOACAN,ZAMORA,1
2654,SEPARAR AL MENOR DE EDAD DE SUS PADRES,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN EL ESTADO DE MICHOACAN,2014,MICHOACAN,ZAMORA,1
2655,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2014,MICHOACAN,MORELIA,1
2656,"TRATO CRUEL, INHUMANO O DEGRADANTE",SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,11
2657,DETENCION ARBITRARIA,SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,8
2658,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,8
2659,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,7
2660,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,6
2661,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,4
2662,INTIMIDACION,SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,4
2663,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,4
2664,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,3
2665,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,3
2666,CAUSAR UN DAÑO DERIVADO DEL EMPLEO ARBITRARIO DE LA FUERZA PUBLICA,SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,2
2667,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",SECRETARIA DE LA DEFENSA NACIONAL,2014,TAMAULIPAS,REYNOSA,2
